-1.016	 0.216	 3.351	-0.012	-0.005	-0.003	 0.000	-0.001
-13.912	-0.080	 0.205	-0.183	 0.004	 0.154	 0.029	-0.000
17.644	 0.745	-0.339	 0.307	 0.233	 0.093	 0.078	-0.000
-2.120	-0.812	 1.879	-0.059	 0.053	-0.035	 0.004	-0.001
 5.990	-0.900	 0.087	 0.091	-0.089	 0.037	 0.009	-0.000
-2.390	 1.521	 2.193	-0.045	 0.008	-0.021	 0.001	-0.001
-5.362	 0.797	-0.403	-0.112	 0.515	-0.102	 0.144	-0.000
-3.494	 1.196	-2.247	-0.045	-0.003	-0.049	 0.002	-0.000
-1.786	 1.939	-2.389	-0.058	 0.013	-0.087	 0.006	-0.001
-5.752	 0.218	 2.347	-0.076	 0.033	-0.036	 0.004	-0.000
 8.471	 0.228	 0.833	 0.123	 0.242	 0.940	 0.479	-0.000
-3.015	 0.995	 2.586	-0.048	-0.008	-0.031	 0.002	-0.000
14.015	-0.163	 0.650	 0.201	 0.088	 0.352	 0.086	-0.000
21.815	-0.170	-0.346	 0.292	-0.225	-0.223	 0.093	-0.000
-1.707	 1.387	-2.975	-0.003	-0.001	-0.004	 0.000	-0.000
-15.164	 0.254	-0.138	-0.206	 0.329	-0.030	 0.076	-0.000
10.264	-0.740	 0.960	 0.145	-0.125	 0.234	 0.046	-0.000
15.642	-0.029	 0.316	 0.211	-0.034	 0.206	 0.044	-0.000
13.717	-0.191	-0.019	 0.258	-0.354	-0.176	 0.112	-0.000
-10.540	-1.024	-1.796	-0.158	 0.032	-0.366	 0.080	-0.000
-0.514	-1.549	-0.739	-0.044	-0.070	-0.072	 0.006	-0.012
-3.858	-0.354	-2.899	-0.067	-0.021	-0.087	 0.006	-0.000
-1.744	-2.468	-0.598	-0.047	-0.076	-0.062	 0.006	-0.001
-0.996	 0.878	-1.274	-0.072	 0.414	-0.749	 0.368	-0.002
-6.399	 0.739	-1.932	-0.069	-0.009	-0.073	 0.005	-0.000
 8.837	 0.260	 0.904	 0.134	 0.173	 0.270	 0.060	-0.000
20.031	-0.512	 0.660	 0.293	-0.199	 0.687	 0.299	-0.000
17.987	-0.417	-0.257	 0.258	-0.513	-0.096	 0.170	-0.000
-8.875	 0.588	-2.399	-0.109	-0.038	-0.162	 0.020	-0.000
-0.035	 0.015	-1.218	-0.019	-0.028	-0.817	 0.334	-0.004
-2.392	 1.871	-1.157	-0.063	 0.046	-0.080	 0.006	-0.000
-5.732	 0.955	 0.327	-0.076	 0.123	-0.004	 0.010	-0.000
-8.448	 1.883	-0.941	-0.142	-0.033	-0.398	 0.090	-0.000
 1.869	-0.011	-1.124	 0.007	-0.004	-0.258	 0.033	-0.001
-7.587	 0.366	 2.053	-0.112	-0.025	 0.228	 0.033	-0.000
-1.084	-1.085	-1.347	-0.063	 0.065	-0.120	 0.011	-0.002
-8.476	 1.628	 0.337	-0.134	 0.135	-0.197	 0.037	-0.000
-3.579	-0.564	-2.521	-0.089	-0.018	-0.121	 0.011	-0.000
-2.823	 1.594	-2.293	-0.084	 0.008	-0.121	 0.011	-0.000
-2.248	 0.006	-1.501	-0.119	 0.152	-0.494	 0.141	-0.002
-4.868	 1.468	-1.751	-0.047	-0.013	-0.047	 0.002	-0.000
-4.017	 1.710	 2.367	-0.047	-0.007	-0.034	 0.002	-0.000
19.768	-0.263	-1.352	 0.295	 0.149	-0.248	 0.085	-0.000
 2.066	 0.123	-1.125	 0.010	 0.051	-0.100	 0.006	-0.001
-4.113	 0.032	 1.464	-0.030	-0.006	-0.022	 0.001	-0.000
 0.038	-0.486	-3.257	-0.015	-0.002	-0.032	 0.001	-0.001
-2.013	-0.444	-1.854	-0.074	-0.023	-0.102	 0.008	-0.001
-2.691	-1.965	 2.196	-0.047	-0.025	-0.034	 0.002	-0.000
-5.399	 0.119	-2.522	-0.078	-0.002	-0.117	 0.010	-0.000
-4.390	-1.888	 0.111	-0.035	-0.021	-0.028	 0.001	-0.000
-10.447	 0.005	 0.397	-0.171	 0.130	 0.326	 0.076	-0.000
 8.272	-0.087	-0.691	 0.112	 0.066	-0.079	 0.012	-0.000
-3.925	-1.193	-2.876	-0.060	-0.035	-0.075	 0.005	-0.000
-16.274	-0.040	-0.145	-0.232	-0.034	-0.110	 0.033	-0.000
-5.745	 1.250	-0.807	-0.125	 0.167	-0.388	 0.097	-0.000
-6.019	-0.284	-0.247	-0.139	-0.471	-0.428	 0.212	-0.000
18.716	-0.628	 0.385	 0.280	-0.147	 0.504	 0.177	-0.000
13.660	-0.191	-1.158	 0.193	 0.040	-0.103	 0.025	-0.000
-15.403	 0.045	-0.316	-0.266	 0.015	-0.473	 0.147	-0.000
 2.955	-0.128	 1.350	-0.003	 0.004	-0.006	 0.000	-0.000
-1.167	-2.066	 1.091	-0.051	-0.045	-0.049	 0.004	-0.001
-5.145	 1.574	 1.153	-0.053	 0.011	-0.036	 0.002	-0.000
-9.216	-1.455	-0.739	-0.154	-0.044	-0.611	 0.200	-0.000
-5.362	-0.576	-0.548	-0.048	 0.016	-0.039	 0.002	-0.000
-4.624	 0.237	-1.703	-0.030	-0.010	-0.028	 0.001	-0.000
-3.351	-0.961	-2.433	-0.083	-0.027	-0.109	 0.010	-0.000
 2.748	 0.210	 0.149	 0.018	 0.028	-0.045	 0.002	-0.001
-11.141	-1.902	 1.171	-0.164	 0.022	-0.130	 0.022	-0.000
-2.583	-0.444	-2.645	-0.041	-0.024	-0.057	 0.003	-0.000
10.876	-0.024	 0.033	 0.140	 0.098	-0.069	 0.017	-0.000
-7.148	-1.828	 0.093	-0.085	-0.003	-0.064	 0.006	-0.000
-2.730	-0.038	 1.498	-0.089	-0.231	-0.004	 0.031	-0.000
-5.024	 1.504	-0.525	-0.066	 0.136	-0.051	 0.013	-0.000
-3.890	-1.338	 0.233	-0.015	-0.012	-0.010	 0.000	-0.000
-6.057	-0.824	 0.255	-0.128	-0.375	 0.308	 0.126	-0.000
-8.921	 0.789	 2.038	-0.123	-0.105	 0.529	 0.153	-0.000
-11.872	 0.256	-0.395	-0.164	 0.439	-0.506	 0.238	-0.000
 7.578	-0.595	 0.840	 0.121	-0.112	 0.164	 0.027	-0.000
 7.732	 0.020	-0.074	 0.155	 0.018	-0.025	 0.012	-0.000
13.447	 0.511	-0.239	 0.197	 0.669	-0.065	 0.245	-0.000
-4.474	 0.594	-2.354	-0.037	-0.013	-0.038	 0.002	-0.000
-3.027	 2.230	-0.624	-0.003	-0.002	-0.001	 0.000	-0.000
-0.959	 0.688	-3.421	-0.005	-0.001	-0.010	 0.000	-0.001
12.101	-0.183	 1.215	 0.173	 0.027	 0.264	 0.050	-0.000
 1.791	-2.096	-1.483	-0.002	-0.012	-0.027	 0.000	-0.000
-7.342	-0.048	 0.039	-0.103	-0.095	 0.366	 0.077	-0.000
-6.991	 0.145	-1.964	-0.092	-0.257	-0.391	 0.114	-0.000
-3.830	 0.520	-2.931	-0.064	-0.007	-0.076	 0.005	-0.000
-1.489	 3.164	 0.093	-0.042	 0.010	-0.041	 0.002	-0.000
 3.932	-0.989	-1.105	 0.036	-0.091	-0.071	 0.007	-0.000
-1.893	-0.245	-1.090	-0.111	 0.080	-0.655	 0.224	-0.001
13.097	 0.090	 0.709	 0.181	 0.053	 0.548	 0.168	-0.000
-1.918	 0.644	 1.087	-0.090	 0.073	-0.017	 0.007	-0.001
-7.377	-0.031	-1.355	-0.106	 0.126	-0.205	 0.035	-0.000
